,region_description,data_item_description,sex_description,age_description,adjustment_type_description,observation_month,observation_value
0,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-01,4.5477303
1,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-02,4.6069468
2,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-03,4.5136357
3,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-04,4.1855449
4,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-05,4.4639015
5,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-06,4.2470918
6,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-07,4.0973336
7,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-08,4.1965758
8,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-09,4.3054635
9,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-10,4.6987822
10,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-11,4.4721894
11,New South Wales,Unemployment rate (%),Males,15 and over,Original,2019-12,4.584207
12,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-01,5.1196691
13,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-02,4.8671534
14,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-03,5.4656221
15,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-04,6.221611
16,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-05,6.1632833
17,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-06,6.7312606
18,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-07,7.2739702
19,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-08,6.7454316
20,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-09,7.538955
21,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-10,7.0402768
22,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-11,6.1984332
23,New South Wales,Unemployment rate (%),Males,15 and over,Original,2020-12,6.6592532
24,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-01,4.1198262
25,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-02,4.3682519
26,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-03,4.3697445
27,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-04,4.2926168
28,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-05,4.4891645
29,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-06,4.3843016
30,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-07,4.1464094
31,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-08,4.191002
32,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-09,4.4656315
33,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-10,4.7801824
34,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-11,4.7004628
35,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-12,4.6676811
36,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-01,4.6509147
37,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-02,4.6012344
38,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-03,5.2930413
39,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-04,6.3647159
40,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-05,6.2007429
41,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-06,6.9480175
42,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-07,7.3498849
43,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-08,6.9143515
44,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-09,7.8302443
45,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-10,7.1457872
46,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-11,6.5133553
47,New South Wales,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-12,6.7689992
48,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-01,NaN
49,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-02,NaN
50,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-03,NaN
51,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-04,NaN
52,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-05,NaN
53,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-06,NaN
54,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-07,NaN
55,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-08,NaN
56,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-09,NaN
57,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-10,NaN
58,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-11,NaN
59,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2019-12,NaN
60,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-01,NaN
61,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-02,NaN
62,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-03,NaN
63,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-04,NaN
64,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-05,NaN
65,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-06,NaN
66,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-07,NaN
67,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-08,NaN
68,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-09,NaN
69,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-10,NaN
70,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-11,NaN
71,New South Wales,Unemployment rate (%),Males,15 and over,Trend,2020-12,NaN
72,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-01,3.93048
73,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-02,4.6784725
74,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-03,4.7000586
75,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-04,4.8720727
76,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-05,4.6033257
77,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-06,4.8076752
78,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-07,4.7371527
79,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-08,4.4113615
80,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-09,4.4157677
81,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-10,4.6028212
82,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-11,4.1125723
83,New South Wales,Unemployment rate (%),Females,15 and over,Original,2019-12,4.0999527
84,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-01,4.4257785
85,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-02,5.0326255
86,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-03,4.7386774
87,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-04,6.3352498
88,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-05,6.4980213
89,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-06,6.6955376
90,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-07,6.9447044
91,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-08,6.2270038
92,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-09,6.0317348
93,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-10,5.5315952
94,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-11,5.7705802
95,New South Wales,Unemployment rate (%),Females,15 and over,Original,2020-12,5.5947394
96,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-01,3.7965376
97,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-02,4.2054724
98,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-03,4.3214704
99,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-04,4.7981577
100,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-05,4.6618409
101,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-06,4.904544
102,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-07,4.7447061
103,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-08,4.3912538
104,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-09,4.628155
105,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-10,4.7297953
106,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-11,4.5517493
107,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-12,4.3180257
108,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-01,4.2818855
109,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-02,4.5332848
110,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-03,4.3554409
111,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-04,6.2338716
112,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-05,6.5723804
113,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-06,6.8211525
114,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-07,6.9525442
115,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-08,6.3657685
116,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-09,6.3186043
117,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-10,5.6852843
118,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-11,6.380695
119,New South Wales,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-12,5.8852235
120,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-01,NaN
121,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-02,NaN
122,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-03,NaN
123,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-04,NaN
124,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-05,NaN
125,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-06,NaN
126,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-07,NaN
127,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-08,NaN
128,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-09,NaN
129,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-10,NaN
130,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-11,NaN
131,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2019-12,NaN
132,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-01,NaN
133,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-02,NaN
134,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-03,NaN
135,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-04,NaN
136,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-05,NaN
137,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-06,NaN
138,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-07,NaN
139,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-08,NaN
140,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-09,NaN
141,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-10,NaN
142,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-11,NaN
143,New South Wales,Unemployment rate (%),Females,15 and over,Trend,2020-12,NaN
144,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-01,4.2577613
145,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-02,4.6405286
146,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-03,4.6007867
147,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-04,4.5069019
148,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-05,4.5286356
149,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-06,4.5087256
150,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-07,4.3956448
151,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-08,4.2964233
152,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-09,4.3569512
153,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-10,4.6538909
154,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-11,4.3038315
155,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2019-12,4.3573545
156,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-01,4.7940069
157,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-02,4.9446972
158,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-03,5.1240556
159,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-04,6.2746297
160,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-05,6.3193601
161,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-06,6.7145345
162,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-07,7.1199158
163,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-08,6.5018207
164,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-09,6.8315324
165,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-10,6.330483
166,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-11,5.9972314
167,New South Wales,Unemployment rate (%),Persons,15 and over,Original,2020-12,6.1596664
168,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-01,3.9673845
169,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-02,4.2917421
170,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-03,4.3471792
171,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-04,4.5295507
172,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-05,4.5693345
173,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-06,4.6267194
174,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-07,4.4261333
175,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-08,4.2839511
176,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-09,4.5414492
177,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-10,4.7566029
178,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-11,4.6307839
179,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-12,4.5044069
180,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-01,4.4771488
181,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-02,4.5693487
182,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-03,4.8524303
183,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-04,6.3036136
184,New South Wales,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-05,6.3740152
